id	gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	clase	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	genericName	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	author_id
1	352077106																										UPS:BOT:L-025015										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:L-025015	L-025015		Mats Wedin																											1830	1989-03-11T00:00:00Z				1989	3	11		Nothofagus - Saxegothea - Fitzroya forest, near waterfall. On twigs of  Tepualia										SOUTH_AMERICA				AR	Neuquén			Nahuel Huapi Nat. Park, along track from Pto. Blest to Laguna los  Cantaros, along the river below Cascada los Cantaros																																																										incertae sedis								incertae sedis									KINGDOM							c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:09.956Z							TAXON_MATCH_NONE		false	false	0		0												DWC_ARCHIVE	2020-02-10T23:25:09.956Z	2020-02-06T14:03:20.842Z	true			1
2	352091876																										UPS:BOT:L-096422										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:L-096422	L-096422		I.M. Lamb																											6011	1950-02-12T00:00:00Z				1950	2	12		Over mosses at base of dead tree in the forest										SOUTH_AMERICA				AR	Río Negro			Patagonia, Lago Frias, near the Chilean boundary																																																										incertae sedis								incertae sedis									KINGDOM							c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:09.966Z							TAXON_MATCH_NONE		false	false	0		0												DWC_ARCHIVE	2020-02-10T23:25:09.966Z	2020-02-06T14:03:20.842Z	true			1
3	1052029108																										UPS:BOT:L-002479										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:L-002479	L-002479		A.R. Cuezzoy & E. de la Sota																Collected 13-15.IV.1957												1957-04-13T00:00:00Z				1957	4	13		Matrix: Didymochlaena truncatula										SOUTH_AMERICA				AR	Misiones			Puerto Iguazu																																																										incertae sedis								incertae sedis									KINGDOM							c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:09.990Z							TAXON_MATCH_NONE		false	false	0		0												DWC_ARCHIVE	2020-02-10T23:25:09.990Z	2020-02-06T14:03:20.842Z	true			1
4	1052029117																										UPS:BOT:L-002482										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:L-002482	L-002482		A.R. Cuezzoy & E. de la Sota																Collected 13-15.IV.1957											2859	1957-04-13T00:00:00Z				1957	4	13		Leaves										SOUTH_AMERICA				AR	Misiones			Puerto Iguazu																																																										incertae sedis								incertae sedis									KINGDOM							c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:09.990Z							TAXON_MATCH_NONE		false	false	0		0												DWC_ARCHIVE	2020-02-10T23:25:09.990Z	2020-02-06T14:03:20.842Z	true			1
5	1052029531																										UPS:BOT:L-013922										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:L-013922	L-013922		Leif Tibell																											17465	1989-01-06T00:00:00Z				1989	1	6												SOUTH_AMERICA				AR	Tierra del Fuego			Ca 4 km NW of Ushuaia, Glaciar Martial. Above upper end station of  chairlift, at timberline. In low Nothofagus pumilio forest near forest  limit. On cow dung																																																										incertae sedis								incertae sedis									KINGDOM							c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:09.991Z							TAXON_MATCH_NONE		false	false	0		0												DWC_ARCHIVE	2020-02-10T23:25:09.991Z	2020-02-06T14:03:20.842Z	true			1
6	1052029559																										UPS:BOT:L-014052										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:L-014052	L-014052		Leif Tibell																											17595	1989-01-07T00:00:00Z				1989	1	7												SOUTH_AMERICA				AR	Tierra del Fuego			Tierra del Fuego National Park, ca 16 km W of Ushuaia, E shore of Lago   Roca. In rather open, Nothofagus pumilio dominated forest. On horse-dung  in Nothofagus forest																																																										incertae sedis								incertae sedis									KINGDOM							c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:09.991Z							TAXON_MATCH_NONE		false	false	0		0												DWC_ARCHIVE	2020-02-10T23:25:09.991Z	2020-02-06T14:03:20.842Z	true			1
7	1052029577																										UPS:BOT:L-014048										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:L-014048	L-014048		Leif Tibell																											17591	1989-01-07T00:00:00Z				1989	1	7												SOUTH_AMERICA				AR	Tierra del Fuego			Tierra del Fuego National Park, ca 16 km W of Ushuaia, E shore of Lago  Roca. In rather open, Nothofagus pumilio dominated forest. On horse-dung  in Nothofagus forest																																																										incertae sedis								incertae sedis									KINGDOM							c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:09.991Z							TAXON_MATCH_NONE		false	false	0		0												DWC_ARCHIVE	2020-02-10T23:25:09.991Z	2020-02-06T14:03:20.842Z	true			1
8	1052029586																										UPS:BOT:L-014287										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:L-014287	L-014287		Mats Wedin																											1820	1989-03-11T00:00:00Z				1989	3	11		Matrix: On Sphaerophorus cf. patagonicus										SOUTH_AMERICA				AR	Río Negro			Nahuel Huapi Nat. Park. N shore of Lago Frias, at Puerto Alegre.  Nothofagus-Saxegothea forest. On overhanging trunk of Nothofagus ca 6 m up																																																										incertae sedis								incertae sedis									KINGDOM							c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:09.991Z							TAXON_MATCH_NONE		false	false	0		0												DWC_ARCHIVE	2020-02-10T23:25:09.991Z	2020-02-06T14:03:20.842Z	true			1
9	1052029720																										UPS:BOT:L-015931										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:L-015931	L-015931		Leif Tibell																											17690	1989-01-10T00:00:00Z				1989	1	10												SOUTH_AMERICA				AR	Tierra del Fuego			Tierra del Fuego. Ca 36 km ENE of Ushuaia, W side of Paso Garibaldi. On  bog at a stream. On goose dung																																																										incertae sedis								incertae sedis									KINGDOM							c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:09.991Z							TAXON_MATCH_NONE		false	false	0		0												DWC_ARCHIVE	2020-02-10T23:25:09.991Z	2020-02-06T14:03:20.842Z	true			1
10	1052030908																										UPS:BOT:L-087784										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:L-087784	L-087784		Mats Wedin																											1876b	1989-03-14T00:00:00Z				1989	3	14		Nothofagus pumilio forest on S exposed slope along a stream, on trunk  of N. pumilio. Matrix: Protousnea										SOUTH_AMERICA				AR	Río Negro			Nahuel Huapi Nat. Park. 16 km SW Bariloche, W of Lago Gutierrez, along  Arroyo Van Titer																																																										incertae sedis								incertae sedis									KINGDOM							c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:09.994Z							TAXON_MATCH_NONE		false	false	0		0												DWC_ARCHIVE	2020-02-10T23:25:09.994Z	2020-02-06T14:03:20.842Z	true			1
11	1052033860																										UPS:BOT:L-518723										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:L-518723	L-518723		G.O.A. Malme																												1903-02-16T00:00:00Z				1903	2	16												SOUTH_AMERICA				AR	Mendoza			In viciniis montis Aconcagua, Puereta del Inca																																												ISOTYPE														incertae sedis			Callopisma crassum Malme					incertae sedis									KINGDOM							c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:10.021Z							TAXON_MATCH_NONE		false	false	0		0												DWC_ARCHIVE	2020-02-10T23:25:10.021Z	2020-02-06T14:03:20.842Z	true			1
12	1052035110																										UPS:BOT:F-520022										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:F-520022	F-520022		Rolf Santesson																											S448	1940-01-29T00:00:00Z				1940	1	29		On the ground in a Nothofagus pumilio forest. On 503 Leptogium										SOUTH_AMERICA				AR	Tierra del Fuego			Ushuaia																																																				3268362						Capronia Richard, 1966								Animalia	Platyhelminthes	Trematoda			Capronia				GENUS				DOUBTFUL			c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:10.027Z									false	false	3268362	3268362	1	108	345			3268362				Capronia	Capronia Richard, 1966		DWC_ARCHIVE	2020-02-10T23:25:10.027Z	2020-02-06T14:03:20.842Z	true			1
13	1052036083																										UPS:BOT:F-520997										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:F-520997	F-520997		Rolf Santesson																											S331	1940-03-22T00:00:00Z				1940	3	22		In dry grass steppe. In 1490 Peltigera lepidophora										SOUTH_AMERICA				AR	Tierra del Fuego			Rio Grande (Puerto Rio Grande). To the west																																																				2562039						Illosporium carneum Fr.								Fungi	Ascomycota	Sordariomycetes	Hypocreales		Illosporium		carneum		SPECIES				SYNONYM			c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:10.029Z									false	false	2562037	2562039	5	95	320	1290		2555527		2562039	Illosporium roseum	Illosporium	Illosporium roseum Mart., 1817		DWC_ARCHIVE	2020-02-10T23:25:10.029Z	2020-02-06T14:03:20.842Z	true			1
14	1052036092																										UPS:BOT:F-520994										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:F-520994	F-520994		Carl Skottsberg																												1909-03-14T00:00:00Z				1909	3	14		Auf Peltigera rufescens										SOUTH_AMERICA				AR	Tierra del Fuego			Eldslandet. Beaglekanalen, Rio Olivia																																													Zahlbruckner, Alexander							2562039						Illosporium carneum Fr.								Fungi	Ascomycota	Sordariomycetes	Hypocreales		Illosporium		carneum		SPECIES				SYNONYM			c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:10.029Z									false	false	2562037	2562039	5	95	320	1290		2555527		2562039	Illosporium roseum	Illosporium	Illosporium roseum Mart., 1817		DWC_ARCHIVE	2020-02-10T23:25:10.029Z	2020-02-06T14:03:20.842Z	true			1
15	1052037587																										UPS:BOT:F-522493										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:F-522493	F-522493		Rolf Santesson																											841bis	1940-02-08T00:00:00Z				1940	2	8		On a Nothofagus pumilio trunk in a N. pumilio forest. On Protousnea										SOUTH_AMERICA				AR	Tierra del Fuego			Sierra Sorondo, the northern slope, above Las Cotorras (about 20 km ENE of Ushuaia)																																													P. Diederich	1991-01-01T00:00:00Z												incertae sedis								incertae sedis									KINGDOM							c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:10.033Z							TAXON_MATCH_NONE		false	false	0		0												DWC_ARCHIVE	2020-02-10T23:25:10.033Z	2020-02-06T14:03:20.842Z	true			1
16	1052038739																										UPS:BOT:F-523645										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:F-523645	F-523645		Tonelli																Värdväxten i herb. Florence. Pharcidia fossularia												1910-01-01T00:00:00Z				1910				Su corteccia di Fagus antarctica. In Pseudocyphellaria coriifolia										SOUTH_AMERICA				AR	Tierra del Fuego			Rio Fuego (Isola Grande, costa orientale)																																																										incertae sedis								incertae sedis									KINGDOM							c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:10.037Z							TAXON_MATCH_NONE		false	false	0		0												DWC_ARCHIVE	2020-02-10T23:25:10.037Z	2020-02-06T14:03:20.842Z	true			1
17	1052048350																										UPS:BOT:L-533386										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:L-533386	L-533386		I.M. Lamb																											5992	1950-02-11T00:00:00Z				1950	2	11		On trunk of Saxegothea near the lake										SOUTH_AMERICA				AR	Río Negro			Patagonia. Lago Frias																																																										incertae sedis								incertae sedis									KINGDOM							c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:10.066Z							TAXON_MATCH_NONE		false	false	0		0												DWC_ARCHIVE	2020-02-10T23:25:10.066Z	2020-02-06T14:03:20.842Z	true			1
18	1052051383																										UPS:BOT:L-536404										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:L-536404	L-536404		Pérez Moreau																											16718	1953-01-01T00:00:00Z				1953														SOUTH_AMERICA				AR	Santa Cruz			Entre Lago Spegazzini y Ameghino																																													O. Vitikainen													incertae sedis								incertae sedis									KINGDOM							c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:10.088Z							TAXON_MATCH_NONE		false	false	0		0												DWC_ARCHIVE	2020-02-10T23:25:10.088Z	2020-02-06T14:03:20.842Z	true			1
19	1052083694																										UPS:BOT:L-568992										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:L-568992	L-568992		Måns Svensson																											1725	2009-11-02T00:00:00Z				2009	11	2		Forest-steppe ecotone. On decaying bark of Berberis microphylla										SOUTH_AMERICA				AR	Río Negro			Bariloche departemento, 1.8 km NNE Lake Los Juncos								-41.04447	-71.00142																																											7187077						Gyalidea fuscoclavata Svensson								Fungi	Ascomycota	Lecanoromycetes	Ostropales	Gomphillaceae	Gyalidea		fuscoclavata		SPECIES				ACCEPTED			c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:10.197Z							GEODETIC_DATUM_ASSUMED_WGS84		true	false	7187077	7187077	5	95	180	1279	2161	2601553		7187077	Gyalidea fuscoclavata	Gyalidea	Gyalidea fuscoclavata Svensson		DWC_ARCHIVE	2020-02-10T23:25:10.197Z	2020-02-06T14:03:20.842Z	true			1
20	1052111368																										UPS:BOT:V-596882										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:V-596882	V-596882		Serafin A. Pierotti																"Nombre vernacular: ""Sacha guinda"""											6585	1947-04-15T00:00:00Z				1947	4	15												SOUTH_AMERICA				AR	Salta			Dep. Iruya, Sauzalito																																																				3152036						Muntingia calabura L.								Plantae	Tracheophyta	Magnoliopsida	Malvales	Muntingiaceae	Muntingia		calabura		SPECIES				ACCEPTED			c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:10.277Z									false	false	3152036	3152036	6	7707728	220	941	2230	3152035		3152036	Muntingia calabura	Muntingia	Muntingia calabura L.		DWC_ARCHIVE	2020-02-10T23:25:10.277Z	2020-02-06T14:03:20.842Z	true			1
21	1052119702																										UPS:BOT:V-605194										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:V-605194	V-605194		Carl Skottsberg																											608	1908-12-06T00:00:00Z				1908	12	6												SOUTH_AMERICA				AR	Chubut			Patagonien, Territ. Chubut, nordsidan af Valle Koslowsky																																												SYNTYPE								9224164						Calceolaria chubutensis Cav.			Calceolaria chubutensis Skottsb.					Plantae	Tracheophyta	Magnoliopsida	Lamiales	Calceolariaceae	Calceolaria		chubutensis		SPECIES				ACCEPTED			c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:10.299Z									false	false	9224164	9224164	6	7707728	220	408	3593883	3172125		9224164	Calceolaria chubutensis	Calceolaria	Calceolaria chubutensis Cav.		DWC_ARCHIVE	2020-02-10T23:25:10.299Z	2020-02-06T14:03:20.842Z	true			1
22	1052132563																										UPS:BOT:V-618169										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:V-618169	V-618169		Carl Skottsberg																											951	1909-02-04T00:00:00Z				1909	2	4												SOUTH_AMERICA				AR	Santa Cruz			Patagonien, Cerro Buenos Aires vid Lago Argentinos sydstrand																																																				9341389						Culcitium magellanicum Hombr. & Jacquem. ex DC.								Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Culcitium		magellanicum		SPECIES				ACCEPTED			c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:10.333Z							TAXON_MATCH_HIGHERRANK		false	false	9341389	9341389	6	7707728	220	414	3065	8166985		9341389	Culcitium magellanicum	Culcitium	Culcitium magellanicum Hombr. & Jacquem. ex DC.		DWC_ARCHIVE	2020-02-10T23:25:10.333Z	2020-02-06T14:03:20.842Z	true			1
23	1052158448																										UPS:BOT:L-644181										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:L-644181	L-644181		K. Fedrowitz																											AR0311914	2009-11-03T00:00:00Z				2009	11	3		On epiphytic Peltigera sp. in Nothofagus forest										SOUTH_AMERICA				AR	Río Negro			City San Carlos de Bariloche, Puerto Blest								-41	-71.13333																																											2581942						Arthonia Ach.								Fungi	Ascomycota	Arthoniomycetes	Arthoniales	Arthoniaceae	Arthonia				GENUS				ACCEPTED			c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:10.441Z							GEODETIC_DATUM_ASSUMED_WGS84		true	false	2581942	2581942	5	95	313	1273	8363	2581942				Arthonia	Arthonia Ach.		DWC_ARCHIVE	2020-02-10T23:25:10.441Z	2020-02-06T14:03:20.842Z	true			1
24	1052159104																										UPS:BOT:L-644847										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:L-644847	L-644847		K. Fedrowitz																											AR2110221	2009-10-21T00:00:00Z				2009	10	21		Epiphytic  in Nothofagus forest										SOUTH_AMERICA				AR	Río Negro			City San Carlos de Bariloche, Mount Tronador, Pampa Linda								-41.03333	-71.13333																																				Thor, Göran	2009-01-01T00:00:00Z						2601179						Nephroma Ach.								Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Nephromataceae	Nephroma				GENUS				ACCEPTED			c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:10.442Z							GEODETIC_DATUM_ASSUMED_WGS84		true	false	2601179	2601179	5	95	180	1055	8374	2601179				Nephroma	Nephroma Ach.		DWC_ARCHIVE	2020-02-10T23:25:10.442Z	2020-02-06T14:03:20.842Z	true			1
25	1052159113																										UPS:BOT:L-644874										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:L-644874	L-644874		K. Fedrowitz																ITS available											AR2110223	2009-10-21T00:00:00Z				2009	10	21		Epiphytic  in Nothofagus forest										SOUTH_AMERICA				AR	Río Negro			City San Carlos de Bariloche, Mount Tronador, Pampa Linda								-41.03333	-71.13333																																																	incertae sedis								incertae sedis									KINGDOM							c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:10.442Z							GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_NONE		true	false	0		0												DWC_ARCHIVE	2020-02-10T23:25:10.442Z	2020-02-06T14:03:20.842Z	true			1
26	1052159122																										UPS:BOT:L-644860										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:L-644860	L-644860		K. Fedrowitz																											AR1810411A	2009-10-18T00:00:00Z				2009	10	18		On Nothofagus dombeyi in Nothofagus dombeyi forest										SOUTH_AMERICA				AR	Río Negro			City San Carlos de Bariloche								-41.01667	-71.08333																																				Thor, Göran	2009-01-01T00:00:00Z						2565599						Parmotrema A.Massal.								Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Parmotrema				GENUS				ACCEPTED			c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:10.442Z							GEODETIC_DATUM_ASSUMED_WGS84		true	false	2565599	2565599	5	95	180	1048	8305	2565599				Parmotrema	Parmotrema A.Massal.		DWC_ARCHIVE	2020-02-10T23:25:10.442Z	2020-02-06T14:03:20.842Z	true			1
27	1052159131																										UPS:BOT:L-644876										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:L-644876	L-644876		K. Fedrowitz																ITS available											AR1910212	2009-10-19T00:00:00Z				2009	10	19		On wall near Nothofagus dombeyi forest										SOUTH_AMERICA				AR	Río Negro			City San Carlos de Bariloche								-41.01667	-71.08333																																																	incertae sedis								incertae sedis									KINGDOM							c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:10.442Z							GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_NONE		true	false	0		0												DWC_ARCHIVE	2020-02-10T23:25:10.442Z	2020-02-06T14:03:20.842Z	true			1
28	1052159519																										UPS:BOT:L-645259										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:L-645259	L-645259		K. Fedrowitz																											AR0311412	2009-11-03T00:00:00Z				2009	11	3		Epiphytic in Nothofagus forest										SOUTH_AMERICA				AR	Río Negro			City San Carlos de Bariloche, Puerto Blest								-41	-71.13333																																																	incertae sedis								incertae sedis									KINGDOM							c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:10.443Z							GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_NONE		true	false	0		0												DWC_ARCHIVE	2020-02-10T23:25:10.443Z	2020-02-06T14:03:20.842Z	true			1
29	1052159528																										UPS:BOT:L-645265										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:L-645265	L-645265		K. Fedrowitz																adest Pseudocyphellaria pilosella											AR0311114	2009-11-03T00:00:00Z				2009	11	3		Epiphytic in Nothofagus forest										SOUTH_AMERICA				AR	Río Negro			City San Carlos de Bariloche, Puerto Blest								-41	-71.13333																																																	incertae sedis								incertae sedis									KINGDOM							c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:10.443Z							GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_NONE		true	false	0		0												DWC_ARCHIVE	2020-02-10T23:25:10.443Z	2020-02-06T14:03:20.842Z	true			1
30	1052159537																										UPS:BOT:L-645287										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:L-645287	L-645287		K. Fedrowitz																											AR0311418	2009-11-03T00:00:00Z				2009	11	3		Epiphytic in Nothofagus forest										SOUTH_AMERICA				AR	Río Negro			City San Carlos de Bariloche, Puerto Blest								-41	-71.13333																																				Thor, Göran	2009-01-01T00:00:00Z						7702881						Fuscopannaria P.M.Jørg.								Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Pannariaceae	Fuscopannaria				GENUS				ACCEPTED			c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:10.443Z							GEODETIC_DATUM_ASSUMED_WGS84		true	false	7702881	7702881	5	95	180	1055	4119	7702881				Fuscopannaria	Fuscopannaria P.M.Jørg.		DWC_ARCHIVE	2020-02-10T23:25:10.443Z	2020-02-06T14:03:20.842Z	true			1
31	1052183549																										UPS:BOT:A-669335										CC0_1_0					GBIF-Sweden																		UPS	BOT	Botany (UPS)		PRESERVED_SPECIMEN				UPS:BOT:A-669335	A-669335		Carl Skottsberg																Gunnar Israelssons katalognummer 455												1909-03-16T00:00:00Z				1909	3	16												SOUTH_AMERICA				AR				Slogget Bay																																																										incertae sedis								incertae sedis									KINGDOM							c1a13bf0-0c71-11dd-84d4-b8a03c50a862	SE	2020-02-10T23:25:10.512Z							TAXON_MATCH_NONE		false	false	0		0												DWC_ARCHIVE	2020-02-10T23:25:10.512Z	2020-02-06T14:03:20.842Z	true			1
