id	gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	clase	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	genericName	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	author_id
832	24778637																										urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-2812										CC_BY_NC_4_0			2017-03-31T17:00:00Z		ArOBIS Centro Nacional Patagónico																		CENPAT-CONICET	CNP-PECES	Fishes in the Argentine Sea from 1967 to the present time		HUMAN_OBSERVATION				urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-2812	CNP-P-2812																														1976-11-25T00:00:00Z				1976	11	25																AR												-47.816666	-61.583332																																										urn:lsid:marinespecies.org:taxname:234527	2385854						Patagonotothen Balushkin, 1976								Animalia	Chordata	Actinopterygii	Perciformes	Nototheniidae	Patagonotothen				GENUS				ACCEPTED			83e29da0-f762-11e1-a439-00145eb45e9a	AR	2020-02-10T14:21:32.536Z			148				GEODETIC_DATUM_ASSUMED_WGS84		true	false	2385854	2385854	1	44	204	587	8549	2385854				Patagonotothen	Patagonotothen Balushkin, 1976		DWC_ARCHIVE	2020-02-10T14:21:32.536Z	2020-02-07T01:14:53.190Z	false			1
833	24777306																										urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-1936										CC_BY_NC_4_0			2017-03-31T17:00:00Z		ArOBIS Centro Nacional Patagónico																		CENPAT-CONICET	CNP-PECES	Fishes in the Argentine Sea from 1967 to the present time		HUMAN_OBSERVATION				urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-1936	CNP-P-1936																														1970-01-08T00:00:00Z				1970	1	8																AR												-46	-67.099998																																										urn:lsid:marinespecies.org:taxname:272449	2415616						Macruronus magellanicus Lönnberg, 1907								Animalia	Chordata	Actinopterygii	Gadiformes	Merlucciidae	Macruronus		magellanicus		SPECIES				ACCEPTED			83e29da0-f762-11e1-a439-00145eb45e9a	AR	2020-02-10T14:21:32.536Z			93				GEODETIC_DATUM_ASSUMED_WGS84		true	false	2415616	2415616	1	44	204	549	3703	2415613		2415616	Macruronus magellanicus	Macruronus	Macruronus magellanicus Lönnberg, 1907		DWC_ARCHIVE	2020-02-10T14:21:32.536Z	2020-02-07T01:14:53.190Z	false			1
834	24777307																																				CC_BY_NC_4_0					ArOBIS Centro Nacional Patagónico																		CENPAT-CONICET	CNP-PECES	Fishes in the Argentine Sea from 1967 to the present time		OBSERVATION					CNP-P-1937																																																				AR																																																								2415616						Macruronus magellanicus Lönnberg, 1907								Animalia	Chordata	Actinopterygii	Gadiformes	Merlucciidae	Macruronus		magellanicus		SPECIES				ACCEPTED			83e29da0-f762-11e1-a439-00145eb45e9a	AR	2020-02-10T14:21:32.535Z									false	false	2415616	2415616	1	44	204	549	3703	2415613		2415616	Macruronus magellanicus	Macruronus	Macruronus magellanicus Lönnberg, 1907		DWC_ARCHIVE	2020-02-10T14:21:32.535Z	2020-02-07T01:14:53.190Z	false			1
835	24778638																										urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-2813										CC_BY_NC_4_0			2017-03-31T17:00:00Z		ArOBIS Centro Nacional Patagónico																		CENPAT-CONICET	CNP-PECES	Fishes in the Argentine Sea from 1967 to the present time		HUMAN_OBSERVATION				urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-2813	CNP-P-2813																														1976-11-26T00:00:00Z				1976	11	26																AR												-48.366665	-63																																										urn:lsid:marinespecies.org:taxname:234527	2385854						Patagonotothen Balushkin, 1976								Animalia	Chordata	Actinopterygii	Perciformes	Nototheniidae	Patagonotothen				GENUS				ACCEPTED			83e29da0-f762-11e1-a439-00145eb45e9a	AR	2020-02-10T14:21:32.535Z			142				GEODETIC_DATUM_ASSUMED_WGS84		true	false	2385854	2385854	1	44	204	587	8549	2385854				Patagonotothen	Patagonotothen Balushkin, 1976		DWC_ARCHIVE	2020-02-10T14:21:32.535Z	2020-02-07T01:14:53.190Z	false			1
836	24779967																										urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3588										CC_BY_NC_4_0			2017-03-31T17:00:00Z		ArOBIS Centro Nacional Patagónico																		CENPAT-CONICET	CNP-PECES	Fishes in the Argentine Sea from 1967 to the present time		HUMAN_OBSERVATION				urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3588	CNP-P-3588																														1978-04-24T00:00:00Z				1978	4	24																AR												-48	-62.083332																																										urn:lsid:marinespecies.org:taxname:282684	2418532						Schroederichthys bivius (Müller & Henle, 1838)								Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		SPECIES				ACCEPTED			83e29da0-f762-11e1-a439-00145eb45e9a	AR	2020-02-10T14:21:32.535Z			147				GEODETIC_DATUM_ASSUMED_WGS84		true	false	2418532	2418532	1	44	121	887	2208	2418531		2418532	Schroederichthys bivius	Schroederichthys	Schroederichthys bivius (Müller & Henle, 1838)		DWC_ARCHIVE	2020-02-10T14:21:32.535Z	2020-02-07T01:14:53.190Z	false			1
837	24779973																										urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3594										CC_BY_NC_4_0			2017-03-31T17:00:00Z		ArOBIS Centro Nacional Patagónico																		CENPAT-CONICET	CNP-PECES	Fishes in the Argentine Sea from 1967 to the present time		HUMAN_OBSERVATION				urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3594	CNP-P-3594																														1978-04-26T00:00:00Z				1978	4	26																AR												-48	-65.949997																																										urn:lsid:marinespecies.org:taxname:282684	2418532						Schroederichthys bivius (Müller & Henle, 1838)								Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		SPECIES				ACCEPTED			83e29da0-f762-11e1-a439-00145eb45e9a	AR	2020-02-10T14:21:32.534Z			101				GEODETIC_DATUM_ASSUMED_WGS84		true	false	2418532	2418532	1	44	121	887	2208	2418531		2418532	Schroederichthys bivius	Schroederichthys	Schroederichthys bivius (Müller & Henle, 1838)		DWC_ARCHIVE	2020-02-10T14:21:32.534Z	2020-02-07T01:14:53.190Z	false			1
838	24778672																										urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-2833										CC_BY_NC_4_0			2017-03-31T17:00:00Z		ArOBIS Centro Nacional Patagónico																		CENPAT-CONICET	CNP-PECES	Fishes in the Argentine Sea from 1967 to the present time		HUMAN_OBSERVATION				urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-2833	CNP-P-2833																														1978-04-15T00:00:00Z				1978	4	15																AR												-38.983334	-58.983334																																										urn:lsid:marinespecies.org:taxname:234633	2385878						Patagonotothen ramsayi (Regan, 1913)								Animalia	Chordata	Actinopterygii	Perciformes	Nototheniidae	Patagonotothen		ramsayi		SPECIES				ACCEPTED			83e29da0-f762-11e1-a439-00145eb45e9a	AR	2020-02-10T14:21:32.536Z			44				GEODETIC_DATUM_ASSUMED_WGS84		true	false	2385878	2385878	1	44	204	587	8549	2385854		2385878	Patagonotothen ramsayi	Patagonotothen	Patagonotothen ramsayi (Regan, 1913)		DWC_ARCHIVE	2020-02-10T14:21:32.536Z	2020-02-07T01:14:53.190Z	false			1
839	24776010																										urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-1292										CC_BY_NC_4_0			2017-03-31T17:00:00Z		ArOBIS Centro Nacional Patagónico																		CENPAT-CONICET	CNP-PECES	Fishes in the Argentine Sea from 1967 to the present time		HUMAN_OBSERVATION				urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-1292	CNP-P-1292																														1978-09-08T00:00:00Z				1978	9	8																AR												-50.483334	-61.483334																																										urn:lsid:marinespecies.org:taxname:271545	2420256						Dipturus flavirostris (Philippi, 1892)								Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Dipturus		flavirostris		SPECIES				ACCEPTED			83e29da0-f762-11e1-a439-00145eb45e9a	AR	2020-02-10T14:21:32.537Z			177				COUNTRY_COORDINATE_MISMATCH;GEODETIC_DATUM_ASSUMED_WGS84		true	true	2420256	2420256	1	44	121	884	5877	2420137		2420256	Dipturus flavirostris	Dipturus	Dipturus flavirostris (Philippi, 1892)		DWC_ARCHIVE	2020-02-10T14:21:32.537Z	2020-02-07T01:14:53.190Z	false			1
840	24777341																										urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-1971										CC_BY_NC_4_0			2017-03-31T17:00:00Z		ArOBIS Centro Nacional Patagónico																		CENPAT-CONICET	CNP-PECES	Fishes in the Argentine Sea from 1967 to the present time		HUMAN_OBSERVATION				urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-1971	CNP-P-1971																														1983-02-05T00:00:00Z				1983	2	5																AR												-45.700001	-63.183334																																										urn:lsid:marinespecies.org:taxname:272449	2415616						Macruronus magellanicus Lönnberg, 1907								Animalia	Chordata	Actinopterygii	Gadiformes	Merlucciidae	Macruronus		magellanicus		SPECIES				ACCEPTED			83e29da0-f762-11e1-a439-00145eb45e9a	AR	2020-02-10T14:21:32.536Z			96				GEODETIC_DATUM_ASSUMED_WGS84		true	false	2415616	2415616	1	44	204	549	3703	2415613		2415616	Macruronus magellanicus	Macruronus	Macruronus magellanicus Lönnberg, 1907		DWC_ARCHIVE	2020-02-10T14:21:32.536Z	2020-02-07T01:14:53.190Z	false			1
841	24777340																										urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-1970										CC_BY_NC_4_0			2017-03-31T17:00:00Z		ArOBIS Centro Nacional Patagónico																		CENPAT-CONICET	CNP-PECES	Fishes in the Argentine Sea from 1967 to the present time		HUMAN_OBSERVATION				urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-1970	CNP-P-1970																														1983-02-05T00:00:00Z				1983	2	5																AR												-46.183334	-63.75																																										urn:lsid:marinespecies.org:taxname:272449	2415616						Macruronus magellanicus Lönnberg, 1907								Animalia	Chordata	Actinopterygii	Gadiformes	Merlucciidae	Macruronus		magellanicus		SPECIES				ACCEPTED			83e29da0-f762-11e1-a439-00145eb45e9a	AR	2020-02-10T14:21:32.536Z			109				GEODETIC_DATUM_ASSUMED_WGS84		true	false	2415616	2415616	1	44	204	549	3703	2415613		2415616	Macruronus magellanicus	Macruronus	Macruronus magellanicus Lönnberg, 1907		DWC_ARCHIVE	2020-02-10T14:21:32.536Z	2020-02-07T01:14:53.190Z	false			1
842	24778670																										urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-2832										CC_BY_NC_4_0			2017-03-31T17:00:00Z		ArOBIS Centro Nacional Patagónico																		CENPAT-CONICET	CNP-PECES	Fishes in the Argentine Sea from 1967 to the present time		HUMAN_OBSERVATION				urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-2832	CNP-P-2832																														1978-04-14T00:00:00Z				1978	4	14																AR												-39.066666	-59.950001																																										urn:lsid:marinespecies.org:taxname:234633	2385878						Patagonotothen ramsayi (Regan, 1913)								Animalia	Chordata	Actinopterygii	Perciformes	Nototheniidae	Patagonotothen		ramsayi		SPECIES				ACCEPTED			83e29da0-f762-11e1-a439-00145eb45e9a	AR	2020-02-10T14:21:32.536Z			26				GEODETIC_DATUM_ASSUMED_WGS84		true	false	2385878	2385878	1	44	204	587	8549	2385854		2385878	Patagonotothen ramsayi	Patagonotothen	Patagonotothen ramsayi (Regan, 1913)		DWC_ARCHIVE	2020-02-10T14:21:32.536Z	2020-02-07T01:14:53.190Z	false			1
843	24778675																										urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-2836										CC_BY_NC_4_0			2017-03-31T17:00:00Z		ArOBIS Centro Nacional Patagónico																		CENPAT-CONICET	CNP-PECES	Fishes in the Argentine Sea from 1967 to the present time		HUMAN_OBSERVATION				urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-2836	CNP-P-2836																														1978-04-18T00:00:00Z				1978	4	18																AR												-38.983334	-55.450001																																										urn:lsid:marinespecies.org:taxname:234633	2385878						Patagonotothen ramsayi (Regan, 1913)								Animalia	Chordata	Actinopterygii	Perciformes	Nototheniidae	Patagonotothen		ramsayi		SPECIES				ACCEPTED			83e29da0-f762-11e1-a439-00145eb45e9a	AR	2020-02-10T14:21:32.536Z			430				GEODETIC_DATUM_ASSUMED_WGS84		true	false	2385878	2385878	1	44	204	587	8549	2385854		2385878	Patagonotothen ramsayi	Patagonotothen	Patagonotothen ramsayi (Regan, 1913)		DWC_ARCHIVE	2020-02-10T14:21:32.536Z	2020-02-07T01:14:53.190Z	false			1
844	24776012																										urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-1294										CC_BY_NC_4_0			2017-03-31T17:00:00Z		ArOBIS Centro Nacional Patagónico																		CENPAT-CONICET	CNP-PECES	Fishes in the Argentine Sea from 1967 to the present time		HUMAN_OBSERVATION				urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-1294	CNP-P-1294																														1976-11-25T00:00:00Z				1976	11	25																AR												-47.599998	-60.966667																																										urn:lsid:marinespecies.org:taxname:105762	2420137						Dipturus Rafinesque, 1810								Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Dipturus				GENUS				ACCEPTED			83e29da0-f762-11e1-a439-00145eb45e9a	AR	2020-02-10T14:21:32.536Z			281				GEODETIC_DATUM_ASSUMED_WGS84		true	false	2420137	2420137	1	44	121	884	5877	2420137				Dipturus	Dipturus Rafinesque, 1810		DWC_ARCHIVE	2020-02-10T14:21:32.536Z	2020-02-07T01:14:53.190Z	false			1
845	24779968																										urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3589										CC_BY_NC_4_0			2017-03-31T17:00:00Z		ArOBIS Centro Nacional Patagónico																		CENPAT-CONICET	CNP-PECES	Fishes in the Argentine Sea from 1967 to the present time		HUMAN_OBSERVATION				urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3589	CNP-P-3589																														1978-04-24T00:00:00Z				1978	4	24																AR												-48	-63																																										urn:lsid:marinespecies.org:taxname:282684	2418532						Schroederichthys bivius (Müller & Henle, 1838)								Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		SPECIES				ACCEPTED			83e29da0-f762-11e1-a439-00145eb45e9a	AR	2020-02-10T14:21:32.536Z			125				GEODETIC_DATUM_ASSUMED_WGS84		true	false	2418532	2418532	1	44	121	887	2208	2418531		2418532	Schroederichthys bivius	Schroederichthys	Schroederichthys bivius (Müller & Henle, 1838)		DWC_ARCHIVE	2020-02-10T14:21:32.536Z	2020-02-07T01:14:53.190Z	false			1
846	24777345																										urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-1975										CC_BY_NC_4_0			2017-03-31T17:00:00Z		ArOBIS Centro Nacional Patagónico																		CENPAT-CONICET	CNP-PECES	Fishes in the Argentine Sea from 1967 to the present time		HUMAN_OBSERVATION				urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-1975	CNP-P-1975																														1983-02-06T00:00:00Z				1983	2	6																AR												-45.083332	-60.016666																																										urn:lsid:marinespecies.org:taxname:272449	2415616						Macruronus magellanicus Lönnberg, 1907								Animalia	Chordata	Actinopterygii	Gadiformes	Merlucciidae	Macruronus		magellanicus		SPECIES				ACCEPTED			83e29da0-f762-11e1-a439-00145eb45e9a	AR	2020-02-10T14:21:32.537Z			154				COUNTRY_COORDINATE_MISMATCH;GEODETIC_DATUM_ASSUMED_WGS84		true	true	2415616	2415616	1	44	204	549	3703	2415613		2415616	Macruronus magellanicus	Macruronus	Macruronus magellanicus Lönnberg, 1907		DWC_ARCHIVE	2020-02-10T14:21:32.537Z	2020-02-07T01:14:53.190Z	false			1
847	24778676																										urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-2837										CC_BY_NC_4_0			2017-03-31T17:00:00Z		ArOBIS Centro Nacional Patagónico																		CENPAT-CONICET	CNP-PECES	Fishes in the Argentine Sea from 1967 to the present time		HUMAN_OBSERVATION				urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-2837	CNP-P-2837																														1978-04-16T00:00:00Z				1978	4	16																AR												-41	-57.016666																																										urn:lsid:marinespecies.org:taxname:234633	2385878						Patagonotothen ramsayi (Regan, 1913)								Animalia	Chordata	Actinopterygii	Perciformes	Nototheniidae	Patagonotothen		ramsayi		SPECIES				ACCEPTED			83e29da0-f762-11e1-a439-00145eb45e9a	AR	2020-02-10T14:21:32.536Z			157				GEODETIC_DATUM_ASSUMED_WGS84		true	false	2385878	2385878	1	44	204	587	8549	2385854		2385878	Patagonotothen ramsayi	Patagonotothen	Patagonotothen ramsayi (Regan, 1913)		DWC_ARCHIVE	2020-02-10T14:21:32.536Z	2020-02-07T01:14:53.190Z	false			1
848	24776011																										urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-1293										CC_BY_NC_4_0			2017-03-31T17:00:00Z		ArOBIS Centro Nacional Patagónico																		CENPAT-CONICET	CNP-PECES	Fishes in the Argentine Sea from 1967 to the present time		HUMAN_OBSERVATION				urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-1293	CNP-P-1293																														1976-11-23T00:00:00Z				1976	11	23																AR												-48.783333	-61.066666																																										urn:lsid:marinespecies.org:taxname:105762	2420137						Dipturus Rafinesque, 1810								Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Dipturus				GENUS				ACCEPTED			83e29da0-f762-11e1-a439-00145eb45e9a	AR	2020-02-10T14:21:32.537Z			203				COUNTRY_COORDINATE_MISMATCH;GEODETIC_DATUM_ASSUMED_WGS84		true	true	2420137	2420137	1	44	121	884	5877	2420137				Dipturus	Dipturus Rafinesque, 1810		DWC_ARCHIVE	2020-02-10T14:21:32.537Z	2020-02-07T01:14:53.190Z	false			1
849	24778673																										urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-2834										CC_BY_NC_4_0			2017-03-31T17:00:00Z		ArOBIS Centro Nacional Patagónico																		CENPAT-CONICET	CNP-PECES	Fishes in the Argentine Sea from 1967 to the present time		HUMAN_OBSERVATION				urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-2834	CNP-P-2834																														1978-04-15T00:00:00Z				1978	4	15																AR												-39	-57.049999																																										urn:lsid:marinespecies.org:taxname:234633	2385878						Patagonotothen ramsayi (Regan, 1913)								Animalia	Chordata	Actinopterygii	Perciformes	Nototheniidae	Patagonotothen		ramsayi		SPECIES				ACCEPTED			83e29da0-f762-11e1-a439-00145eb45e9a	AR	2020-02-10T14:21:32.537Z			85				GEODETIC_DATUM_ASSUMED_WGS84		true	false	2385878	2385878	1	44	204	587	8549	2385854		2385878	Patagonotothen ramsayi	Patagonotothen	Patagonotothen ramsayi (Regan, 1913)		DWC_ARCHIVE	2020-02-10T14:21:32.537Z	2020-02-07T01:14:53.190Z	false			1
850	24776014																										urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-1296										CC_BY_NC_4_0			2017-03-31T17:00:00Z		ArOBIS Centro Nacional Patagónico																		CENPAT-CONICET	CNP-PECES	Fishes in the Argentine Sea from 1967 to the present time		HUMAN_OBSERVATION				urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-1296	CNP-P-1296																														1966-12-26T00:00:00Z				1966	12	26																AR												-39.950001	-59.933334																																										urn:lsid:marinespecies.org:taxname:280568	2417718						Discopyge tschudii Heckel, 1846								Animalia	Chordata	Elasmobranchii	Torpediniformes	Narcinidae	Discopyge		tschudii		SPECIES				ACCEPTED			83e29da0-f762-11e1-a439-00145eb45e9a	AR	2020-02-10T14:21:32.538Z			54				GEODETIC_DATUM_ASSUMED_WGS84		true	false	2417718	2417718	1	44	121	881	2183	2417716		2417718	Discopyge tschudii	Discopyge	Discopyge tschudii Heckel, 1846		DWC_ARCHIVE	2020-02-10T14:21:32.538Z	2020-02-07T01:14:53.190Z	false			1
851	24779969																										urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3590										CC_BY_NC_4_0			2017-03-31T17:00:00Z		ArOBIS Centro Nacional Patagónico																		CENPAT-CONICET	CNP-PECES	Fishes in the Argentine Sea from 1967 to the present time		HUMAN_OBSERVATION				urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3590	CNP-P-3590																														1978-04-24T00:00:00Z				1978	4	24																AR												-47.983334	-64																																										urn:lsid:marinespecies.org:taxname:282684	2418532						Schroederichthys bivius (Müller & Henle, 1838)								Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		SPECIES				ACCEPTED			83e29da0-f762-11e1-a439-00145eb45e9a	AR	2020-02-10T14:21:32.535Z			111				GEODETIC_DATUM_ASSUMED_WGS84		true	false	2418532	2418532	1	44	121	887	2208	2418531		2418532	Schroederichthys bivius	Schroederichthys	Schroederichthys bivius (Müller & Henle, 1838)		DWC_ARCHIVE	2020-02-10T14:21:32.535Z	2020-02-07T01:14:53.190Z	false			1
852	24778674																										urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-2835										CC_BY_NC_4_0			2017-03-31T17:00:00Z		ArOBIS Centro Nacional Patagónico																		CENPAT-CONICET	CNP-PECES	Fishes in the Argentine Sea from 1967 to the present time		HUMAN_OBSERVATION				urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-2835	CNP-P-2835																														1978-04-17T00:00:00Z				1978	4	17																AR												-38.983334	-55.583332																																										urn:lsid:marinespecies.org:taxname:234633	2385878						Patagonotothen ramsayi (Regan, 1913)								Animalia	Chordata	Actinopterygii	Perciformes	Nototheniidae	Patagonotothen		ramsayi		SPECIES				ACCEPTED			83e29da0-f762-11e1-a439-00145eb45e9a	AR	2020-02-10T14:21:32.537Z			228				GEODETIC_DATUM_ASSUMED_WGS84		true	false	2385878	2385878	1	44	204	587	8549	2385854		2385878	Patagonotothen ramsayi	Patagonotothen	Patagonotothen ramsayi (Regan, 1913)		DWC_ARCHIVE	2020-02-10T14:21:32.537Z	2020-02-07T01:14:53.190Z	false			1
853	24777342																										urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-1972										CC_BY_NC_4_0			2017-03-31T17:00:00Z		ArOBIS Centro Nacional Patagónico																		CENPAT-CONICET	CNP-PECES	Fishes in the Argentine Sea from 1967 to the present time		HUMAN_OBSERVATION				urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-1972	CNP-P-1972																														1983-02-05T00:00:00Z				1983	2	5																AR												-45.783333	-63.183334																																										urn:lsid:marinespecies.org:taxname:272449	2415616						Macruronus magellanicus Lönnberg, 1907								Animalia	Chordata	Actinopterygii	Gadiformes	Merlucciidae	Macruronus		magellanicus		SPECIES				ACCEPTED			83e29da0-f762-11e1-a439-00145eb45e9a	AR	2020-02-10T14:21:32.536Z			101				GEODETIC_DATUM_ASSUMED_WGS84		true	false	2415616	2415616	1	44	204	549	3703	2415613		2415616	Macruronus magellanicus	Macruronus	Macruronus magellanicus Lönnberg, 1907		DWC_ARCHIVE	2020-02-10T14:21:32.536Z	2020-02-07T01:14:53.190Z	false			1
854	24776005																										urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-1287										CC_BY_NC_4_0			2017-03-31T17:00:00Z		ArOBIS Centro Nacional Patagónico																		CENPAT-CONICET	CNP-PECES	Fishes in the Argentine Sea from 1967 to the present time		HUMAN_OBSERVATION				urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-1287	CNP-P-1287																														1978-09-08T00:00:00Z				1978	9	8																AR												-51.466667	-62.466667																																										urn:lsid:marinespecies.org:taxname:271545	2420256						Dipturus flavirostris (Philippi, 1892)								Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Dipturus		flavirostris		SPECIES				ACCEPTED			83e29da0-f762-11e1-a439-00145eb45e9a	AR	2020-02-10T14:21:32.537Z			210				COUNTRY_COORDINATE_MISMATCH;GEODETIC_DATUM_ASSUMED_WGS84		true	true	2420256	2420256	1	44	121	884	5877	2420137		2420256	Dipturus flavirostris	Dipturus	Dipturus flavirostris (Philippi, 1892)		DWC_ARCHIVE	2020-02-10T14:21:32.537Z	2020-02-07T01:14:53.190Z	false			1
